pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
Kepler-238 e,Kepler-238,1,5,Transit,5739.00,1.38,1.08,0.300,[Fe/H],,4.19,,
Kepler-238 f,Kepler-238,1,5,Transit,5858.00,0.96,1.06,0.100,[Fe/H],,4.50,,
Kepler-238 f,Kepler-238,1,5,Transit,5630.00,1.73,1.00,,,2.695,3.96,,0.1947
Kepler-238 f,Kepler-238,1,5,Transit,5779.00,0.90,0.97,,,,4.55,0.500,
Kepler-238 f,Kepler-238,1,5,Transit,5800.00,1.63,,,,,,,
Kepler-238 f,Kepler-238,1,5,Transit,5739.00,1.38,1.08,0.300,[Fe/H],,4.19,,
Kepler-238 f,Kepler-238,1,5,Transit,5630.00,1.73,1.00,,,2.695,3.96,,0.1947
Kepler-238 f,Kepler-238,1,5,Transit,5732.00,1.26,1.06,0.230,[Fe/H],,4.26,6.760,
Kepler-238 f,Kepler-238,1,5,Transit,5858.00,0.96,1.06,0.100,[Fe/H],,4.50,,
Kepler-238 f,Kepler-238,1,5,Transit,5858.00,0.96,1.06,0.100,[Fe/H],,4.50,,
Kepler-238 f,Kepler-238,1,5,Transit,,0.96,1.06,,,,4.49,,
Kepler-239 b,Kepler-239,1,2,Transit,4959.00,0.76,0.85,0.160,[Fe/H],,4.60,,
Kepler-239 b,Kepler-239,1,2,Transit,4939.00,0.77,,,,,,,
Kepler-239 b,Kepler-239,1,2,Transit,5007.00,0.77,0.84,0.090,[Fe/H],,4.58,3.310,
Kepler-239 b,Kepler-239,1,2,Transit,4819.00,0.83,0.78,0.160,[M/H],0.335,4.49,,1.3621
Kepler-239 b,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 b,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 b,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 b,Kepler-239,1,2,Transit,4819.00,0.83,0.78,0.160,[M/H],0.335,4.49,,1.3621
Kepler-239 b,Kepler-239,1,2,Transit,4914.00,0.76,,,,,4.58,,
Kepler-239 b,Kepler-239,1,2,Transit,4941.00,0.66,0.76,,,,4.67,0.800,
Kepler-239 c,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 c,Kepler-239,1,2,Transit,4959.00,0.76,0.85,0.160,[Fe/H],,4.60,,
Kepler-239 c,Kepler-239,1,2,Transit,4939.00,0.77,,,,,,,
Kepler-239 c,Kepler-239,1,2,Transit,4914.00,0.76,,,,,4.58,,
Kepler-239 c,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 c,Kepler-239,1,2,Transit,5007.00,0.77,0.84,0.090,[Fe/H],,4.58,3.310,
Kepler-239 c,Kepler-239,1,2,Transit,4819.00,0.83,0.78,0.160,[M/H],0.335,4.49,,1.3621
Kepler-239 c,Kepler-239,1,2,Transit,4941.00,0.66,0.76,,,,4.67,0.800,
Kepler-239 c,Kepler-239,1,2,Transit,4980.00,0.73,0.80,-0.040,[Fe/H],,4.61,,
Kepler-239 c,Kepler-239,1,2,Transit,4819.00,0.83,0.78,0.160,[M/H],0.335,4.49,,1.3621
Kepler-24 b,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 b,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 b,Kepler-24,1,4,Transit,5952.00,1.11,0.98,-0.190,[Fe/H],,4.33,6.170,
Kepler-24 b,Kepler-24,1,4,Transit,5998.38,1.09,1.11,-0.071,[M/H],1.387,4.41,,0.8555
Kepler-24 b,Kepler-24,1,4,Transit,6022.00,1.11,,,,,,,
Kepler-24 b,Kepler-24,1,4,Transit,6043.00,1.12,1.02,,,,4.35,5.200,
Kepler-24 b,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 b,Kepler-24,1,4,Transit,5896.00,1.24,0.88,-0.360,[Fe/H],,4.20,,
Kepler-24 b,Kepler-24,1,4,Transit,,1.09,0.97,,,,,,
Kepler-24 b,Kepler-24,1,4,Transit,5800.00,1.07,1.03,-0.240,[M/H],0.064,4.34,7.700,
Kepler-24 c,Kepler-24,1,4,Transit,,1.09,0.97,,,,,,
Kepler-24 c,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 c,Kepler-24,1,4,Transit,5998.38,1.09,1.11,-0.071,[M/H],1.387,4.41,,0.8555
Kepler-24 c,Kepler-24,1,4,Transit,5952.00,1.11,0.98,-0.190,[Fe/H],,4.33,6.170,
Kepler-24 c,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 c,Kepler-24,1,4,Transit,5896.00,1.24,0.88,-0.360,[Fe/H],,4.20,,
Kepler-24 c,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 c,Kepler-24,1,4,Transit,6022.00,1.11,,,,,,,
Kepler-24 c,Kepler-24,1,4,Transit,5800.00,1.07,1.03,-0.240,[M/H],0.064,4.34,7.700,
Kepler-24 c,Kepler-24,1,4,Transit,6043.00,1.12,1.02,,,,4.35,5.200,
Kepler-24 d,Kepler-24,1,4,Transit,6043.00,1.12,1.02,,,,4.35,5.200,
Kepler-24 d,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 d,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 d,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 d,Kepler-24,1,4,Transit,5897.00,1.29,,,,,4.20,,
Kepler-24 d,Kepler-24,1,4,Transit,5952.00,1.11,0.98,-0.190,[Fe/H],,4.33,6.170,
Kepler-24 d,Kepler-24,1,4,Transit,5896.00,1.24,0.88,-0.360,[Fe/H],,4.20,,
Kepler-24 d,Kepler-24,1,4,Transit,6022.00,1.11,,,,,,,
Kepler-24 e,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 e,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 e,Kepler-24,1,4,Transit,6038.00,1.09,0.96,-0.240,[Fe/H],,4.35,,
Kepler-24 e,Kepler-24,1,4,Transit,6043.00,1.12,1.02,,,,4.35,5.200,
Kepler-24 e,Kepler-24,1,4,Transit,5897.00,1.29,,,,,4.20,,
Kepler-24 e,Kepler-24,1,4,Transit,6022.00,1.11,,,,,,,
Kepler-24 e,Kepler-24,1,4,Transit,5896.00,1.24,0.88,-0.360,[Fe/H],,4.20,,
Kepler-24 e,Kepler-24,1,4,Transit,5952.00,1.11,0.98,-0.190,[Fe/H],,4.33,6.170,
Kepler-24 e,Kepler-24,1,4,Transit,5998.38,1.09,1.11,-0.071,[M/H],1.387,4.41,,0.8555
Kepler-240 b,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-240 b,Kepler-240,1,2,Transit,4985.00,0.74,,,,,4.63,,
Kepler-240 b,Kepler-240,1,2,Transit,4918.00,0.76,,,,,,,
Kepler-240 b,Kepler-240,1,2,Transit,4749.00,0.81,0.76,,,0.300,4.50,,1.4381
Kepler-240 b,Kepler-240,1,2,Transit,4921.00,0.66,0.75,,,,4.67,0.900,
Kepler-240 b,Kepler-240,1,2,Transit,,0.77,0.82,,,,,,
Kepler-240 b,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-240 b,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-240 b,Kepler-240,1,2,Transit,4768.00,0.78,0.76,0.180,[Fe/H],,4.54,,
Kepler-240 b,Kepler-240,1,2,Transit,4923.00,0.74,0.78,-0.040,[Fe/H],,4.60,4.680,
Kepler-240 c,Kepler-240,1,2,Transit,4749.00,0.81,0.76,,,0.300,4.50,,1.4381
Kepler-240 c,Kepler-240,1,2,Transit,4749.00,0.81,0.76,,,0.300,4.50,,1.4381
Kepler-240 c,Kepler-240,1,2,Transit,4985.00,0.74,,,,,4.63,,
Kepler-240 c,Kepler-240,1,2,Transit,4918.00,0.76,,,,,,,
Kepler-240 c,Kepler-240,1,2,Transit,,0.77,0.82,,,,,,
Kepler-240 c,Kepler-240,1,2,Transit,4923.00,0.74,0.78,-0.040,[Fe/H],,4.60,4.680,
Kepler-240 c,Kepler-240,1,2,Transit,4921.00,0.66,0.75,,,,4.67,0.900,
Kepler-240 c,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-240 c,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-240 c,Kepler-240,1,2,Transit,4768.00,0.78,0.76,0.180,[Fe/H],,4.54,,
Kepler-240 c,Kepler-240,1,2,Transit,4988.00,0.77,0.82,0.100,[Fe/H],,4.59,,
Kepler-241 b,Kepler-241,1,2,Transit,4699.00,0.67,,,,,4.63,,
Kepler-241 b,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 b,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 b,Kepler-241,1,2,Transit,4709.00,0.65,0.67,,,,4.64,13.900,
Kepler-241 b,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 b,Kepler-241,1,2,Transit,4524.51,,,0.031,[M/H],,,,
Kepler-241 b,Kepler-241,1,2,Transit,4524.51,,,0.031,[M/H],,,,
Kepler-241 b,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 b,Kepler-241,1,2,Transit,4759.00,0.70,0.74,-0.120,[Fe/H],,4.62,3.470,
Kepler-241 c,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 c,Kepler-241,1,2,Transit,4709.00,0.65,0.67,,,,4.64,13.900,
Kepler-241 c,Kepler-241,1,2,Transit,4524.51,,,0.031,[M/H],,,,
Kepler-241 c,Kepler-241,1,2,Transit,4524.51,,,0.031,[M/H],,,,
Kepler-241 c,Kepler-241,1,2,Transit,4759.00,0.70,0.74,-0.120,[Fe/H],,4.62,3.470,
Kepler-241 c,Kepler-241,1,2,Transit,4699.00,0.67,,,,,4.63,,
Kepler-241 c,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 c,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-241 c,Kepler-241,1,2,Transit,4702.00,0.69,0.67,-0.220,[Fe/H],,4.59,,
Kepler-242 b,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 b,Kepler-242,1,2,Transit,4951.00,0.71,0.72,,,,4.59,14.000,
Kepler-242 b,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 b,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 b,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 b,Kepler-242,1,2,Transit,5020.00,0.85,,,,,4.49,,
Kepler-242 b,Kepler-242,1,2,Transit,4876.00,0.68,,,,,,,
Kepler-242 b,Kepler-242,1,2,Transit,4786.00,0.72,0.77,,,0.244,4.61,,2.0767
Kepler-242 b,Kepler-242,1,2,Transit,4786.00,0.72,0.77,,,0.244,4.61,,2.0767
Kepler-242 b,Kepler-242,1,2,Transit,4965.00,0.76,0.81,0.010,[Fe/H],,4.59,4.370,
Kepler-242 c,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 c,Kepler-242,1,2,Transit,4876.00,0.68,,,,,,,
Kepler-242 c,Kepler-242,1,2,Transit,4786.00,0.72,0.77,,,0.244,4.61,,2.0767
Kepler-242 c,Kepler-242,1,2,Transit,4786.00,0.72,0.77,,,0.244,4.61,,2.0767
Kepler-242 c,Kepler-242,1,2,Transit,5020.00,0.85,,,,,4.49,,
Kepler-242 c,Kepler-242,1,2,Transit,4951.00,0.71,0.72,,,,4.59,14.000,
Kepler-242 c,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 c,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 c,Kepler-242,1,2,Transit,5015.00,0.83,0.79,0.100,[Fe/H],,4.50,,
Kepler-242 c,Kepler-242,1,2,Transit,4965.00,0.76,0.81,0.010,[Fe/H],,4.59,4.370,
Kepler-243 b,Kepler-243,1,2,Transit,5228.00,0.84,,,,,4.57,,
Kepler-243 b,Kepler-243,1,2,Transit,5020.00,0.86,0.83,,,0.423,4.49,,1.3044
Kepler-243 b,Kepler-243,1,2,Transit,5149.00,0.83,,,,,,,
Kepler-243 b,Kepler-243,1,2,Transit,5020.00,0.86,0.83,,,0.423,4.49,,1.3044
Kepler-243 b,Kepler-243,1,2,Transit,5237.00,0.83,0.93,0.240,[Fe/H],,4.57,,
Kepler-243 b,Kepler-243,1,2,Transit,5115.00,0.71,0.79,,,,4.63,3.500,
Kepler-243 b,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-243 b,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-243 b,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-243 b,Kepler-243,1,2,Transit,5127.00,0.79,0.83,0.010,[Fe/H],,4.57,4.790,
Kepler-243 c,Kepler-243,1,2,Transit,5228.00,0.84,,,,,4.57,,
Kepler-243 c,Kepler-243,1,2,Transit,5020.00,0.86,0.83,,,0.423,4.49,,1.3044
Kepler-243 c,Kepler-243,1,2,Transit,5237.00,0.83,0.93,0.240,[Fe/H],,4.57,,
Kepler-243 c,Kepler-243,1,2,Transit,5127.00,0.79,0.83,0.010,[Fe/H],,4.57,4.790,
Kepler-243 c,Kepler-243,1,2,Transit,5020.00,0.86,0.83,,,0.423,4.49,,1.3044
Kepler-243 c,Kepler-243,1,2,Transit,5115.00,0.71,0.79,,,,4.63,3.500,
Kepler-243 c,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-243 c,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-243 c,Kepler-243,1,2,Transit,5149.00,0.83,,,,,,,
Kepler-243 c,Kepler-243,1,2,Transit,5228.00,0.81,0.92,0.210,[Fe/H],,4.58,,
Kepler-244 b,Kepler-244,1,3,Transit,5273.00,0.79,0.82,-0.170,[Fe/H],,4.57,4.790,
Kepler-244 b,Kepler-244,1,3,Transit,5498.00,0.88,,,,,,,
Kepler-244 b,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 b,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 b,Kepler-244,1,3,Transit,5553.00,0.81,0.91,,,,4.58,0.500,
Kepler-244 b,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 b,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 b,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 b,Kepler-244,1,3,Transit,5527.00,0.93,0.96,0.160,[Fe/H],,4.48,,
Kepler-244 b,Kepler-244,1,3,Transit,5554.00,0.80,,,,,4.58,,
Kepler-244 c,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 c,Kepler-244,1,3,Transit,5527.00,0.93,0.96,0.160,[Fe/H],,4.48,,
Kepler-244 c,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 c,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 c,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 c,Kepler-244,1,3,Transit,5498.00,0.88,,,,,,,
Kepler-244 c,Kepler-244,1,3,Transit,,0.80,0.88,,,,,,
Kepler-244 c,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 c,Kepler-244,1,3,Transit,5273.00,0.79,0.82,-0.170,[Fe/H],,4.57,4.790,
Kepler-244 c,Kepler-244,1,3,Transit,5554.00,0.80,,,,,4.58,,
Kepler-244 c,Kepler-244,1,3,Transit,5553.00,0.81,0.91,,,,4.58,0.500,
Kepler-244 d,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 d,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 d,Kepler-244,1,3,Transit,5527.00,0.93,0.96,0.160,[Fe/H],,4.48,,
Kepler-244 d,Kepler-244,1,3,Transit,5554.00,0.80,,,,,4.58,,
Kepler-244 d,Kepler-244,1,3,Transit,,0.80,0.88,,,,,,
Kepler-244 d,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 d,Kepler-244,1,3,Transit,5461.00,0.83,0.95,,,0.554,4.58,,1.6507
Kepler-244 d,Kepler-244,1,3,Transit,5273.00,0.79,0.82,-0.170,[Fe/H],,4.57,4.790,
Kepler-244 d,Kepler-244,1,3,Transit,5553.00,0.81,0.91,,,,4.58,0.500,
Kepler-244 d,Kepler-244,1,3,Transit,5565.00,0.80,0.88,-0.200,[Fe/H],,4.57,,
Kepler-244 d,Kepler-244,1,3,Transit,5498.00,0.88,,,,,,,
Kepler-245 b,Kepler-245,1,4,Transit,5174.00,0.80,0.86,0.050,[Fe/H],,4.57,3.630,
Kepler-245 b,Kepler-245,1,4,Transit,5215.00,0.80,0.78,,,,4.52,13.400,
Kepler-245 b,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 b,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 b,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 b,Kepler-245,1,4,Transit,5103.00,0.79,0.82,0.040,[Fe/H],,4.56,,
Kepler-245 b,Kepler-245,1,4,Transit,5100.00,0.80,,,,,4.56,,
Kepler-245 b,Kepler-245,1,4,Transit,5105.00,0.79,,,,,,,
Kepler-245 b,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 b,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 c,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 c,Kepler-245,1,4,Transit,5103.00,0.79,0.82,0.040,[Fe/H],,4.56,,
Kepler-245 c,Kepler-245,1,4,Transit,5174.00,0.80,0.86,0.050,[Fe/H],,4.57,3.630,
Kepler-245 c,Kepler-245,1,4,Transit,5215.00,0.80,0.78,,,,4.52,13.400,
Kepler-245 c,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 c,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 c,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 c,Kepler-245,1,4,Transit,5100.00,0.80,,,,,4.56,,
Kepler-245 c,Kepler-245,1,4,Transit,5105.00,0.79,,,,,,,
Kepler-245 c,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 c,Kepler-245,1,4,Transit,,0.87,0.80,,,,,,
Kepler-245 d,Kepler-245,1,4,Transit,5103.00,0.79,0.82,0.040,[Fe/H],,4.56,,
Kepler-245 d,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 d,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 d,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 d,Kepler-245,1,4,Transit,5215.00,0.80,0.78,,,,4.52,13.400,
Kepler-245 d,Kepler-245,1,4,Transit,5174.00,0.80,0.86,0.050,[Fe/H],,4.57,3.630,
Kepler-245 d,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 d,Kepler-245,1,4,Transit,5105.00,0.79,,,,,,,
Kepler-245 d,Kepler-245,1,4,Transit,,0.87,0.80,,,,,,
Kepler-245 d,Kepler-245,1,4,Transit,5100.00,0.80,,,,,4.56,,
Kepler-245 e,Kepler-245,1,4,Transit,5215.00,0.80,0.78,,,,4.52,13.400,
Kepler-245 e,Kepler-245,1,4,Transit,5031.00,0.83,0.84,,,0.402,4.52,,1.4452
Kepler-245 e,Kepler-245,1,4,Transit,5174.00,0.80,0.86,0.050,[Fe/H],,4.57,3.630,
Kepler-245 e,Kepler-245,1,4,Transit,5105.00,0.79,,,,,,,
Kepler-245 e,Kepler-245,1,4,Transit,5103.00,0.79,0.82,0.040,[Fe/H],,4.56,,
Kepler-245 e,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 e,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-245 e,Kepler-245,1,4,Transit,5257.00,0.87,0.80,-0.020,[Fe/H],,4.46,,
Kepler-246 b,Kepler-246,1,2,Transit,5206.00,0.83,,,,,4.56,,
Kepler-246 b,Kepler-246,1,2,Transit,5434.00,0.87,0.90,0.010,[Fe/H],,4.52,4.570,
Kepler-246 b,Kepler-246,1,2,Transit,5122.00,0.76,0.76,,,,4.55,12.600,
Kepler-246 b,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-246 b,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-246 b,Kepler-246,1,2,Transit,4986.00,0.83,0.79,0.160,[Fe/H],,4.50,,
Kepler-246 b,Kepler-246,1,2,Transit,5088.00,0.77,,,,,,,
Kepler-246 b,Kepler-246,1,2,Transit,5084.00,0.80,0.85,,,0.386,4.56,,1.6549
Kepler-246 b,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-246 b,Kepler-246,1,2,Transit,5084.00,0.80,0.85,,,0.386,4.56,,1.6549
Kepler-246 c,Kepler-246,1,2,Transit,5206.00,0.83,,,,,4.56,,
Kepler-246 c,Kepler-246,1,2,Transit,4986.00,0.83,0.79,0.160,[Fe/H],,4.50,,
Kepler-246 c,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-246 c,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-246 c,Kepler-246,1,2,Transit,5088.00,0.77,,,,,,,
Kepler-246 c,Kepler-246,1,2,Transit,5434.00,0.87,0.90,0.010,[Fe/H],,4.52,4.570,
Kepler-246 c,Kepler-246,1,2,Transit,5084.00,0.80,0.85,,,0.386,4.56,,1.6549
Kepler-246 c,Kepler-246,1,2,Transit,5084.00,0.80,0.85,,,0.386,4.56,,1.6549
Kepler-246 c,Kepler-246,1,2,Transit,5122.00,0.76,0.76,,,,4.55,12.600,
Kepler-246 c,Kepler-246,1,2,Transit,5202.00,0.81,0.89,0.140,[Fe/H],,4.57,,
Kepler-247 b,Kepler-247,1,3,Transit,5130.00,0.80,0.84,0.050,[Fe/H],,4.57,4.270,
Kepler-247 b,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 b,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 b,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 b,Kepler-247,1,3,Transit,4929.00,0.84,0.81,,,0.379,4.49,,1.3476
Kepler-247 b,Kepler-247,1,3,Transit,5100.00,0.77,,,,,4.61,,
Kepler-247 b,Kepler-247,1,3,Transit,5097.00,0.78,0.89,0.210,[Fe/H],,4.60,,
Kepler-247 b,Kepler-247,1,3,Transit,5060.00,0.80,,,,,,,
Kepler-247 b,Kepler-247,1,3,Transit,4929.00,0.84,0.81,,,0.379,4.49,,1.3476
Kepler-247 b,Kepler-247,1,3,Transit,5010.00,0.68,0.77,,,,4.66,0.800,
Kepler-247 c,Kepler-247,1,3,Transit,5097.00,0.78,0.89,0.210,[Fe/H],,4.60,,
Kepler-247 c,Kepler-247,1,3,Transit,5060.00,0.80,,,,,,,
Kepler-247 c,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 c,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 c,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 c,Kepler-247,1,3,Transit,5010.00,0.68,0.77,,,,4.66,0.800,
Kepler-247 c,Kepler-247,1,3,Transit,4929.00,0.84,0.81,,,0.379,4.49,,1.3476
Kepler-247 c,Kepler-247,1,3,Transit,5130.00,0.80,0.84,0.050,[Fe/H],,4.57,4.270,
Kepler-247 c,Kepler-247,1,3,Transit,4929.00,0.84,0.81,,,0.379,4.49,,1.3476
Kepler-247 c,Kepler-247,1,3,Transit,5100.00,0.77,,,,,4.61,,
Kepler-247 d,Kepler-247,1,3,Transit,5097.00,0.78,0.89,0.210,[Fe/H],,4.60,,
Kepler-247 d,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 d,Kepler-247,1,3,Transit,5130.00,0.80,0.84,0.050,[Fe/H],,4.57,4.270,
Kepler-247 d,Kepler-247,1,3,Transit,4929.00,0.84,0.81,,,0.379,4.49,,1.3476
Kepler-247 d,Kepler-247,1,3,Transit,5010.00,0.68,0.77,,,,4.66,0.800,
Kepler-247 d,Kepler-247,1,3,Transit,5100.00,0.77,,,,,4.61,,
Kepler-247 d,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 d,Kepler-247,1,3,Transit,5094.00,0.79,0.88,0.210,[Fe/H],,4.59,,
Kepler-247 d,Kepler-247,1,3,Transit,5060.00,0.80,,,,,,,
Kepler-248 b,Kepler-248,1,2,Transit,5190.00,0.83,,,,,4.57,,
Kepler-248 b,Kepler-248,1,2,Transit,5191.00,0.84,0.94,0.340,[Fe/H],,4.56,,
